s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s
Time,"temp-1","temp-2","temp-3","temp-4","temp-5","temp-6","temp-7","temp-8","temp-9","temp-10","temp-11","temp-12","temp-13","temp-14","temp-15","vel-1","vel-2","vel-3","vel-4","vel-5","vel-6","vel-7","vel-8","vel-9","vel-10","vel-11","vel-12","vel-13","vel-14","vel-15"
 1.3683466E+003, 2.0320433E+001, 2.0523858E+001, 2.0523858E+001, 2.1129805E+001, 2.6289463E+001, 3.2470348E+001, 3.2470348E+001, 5.3310113E+001, 8.5458270E+001, 8.5458270E+001, 9.1834281E+001, 9.5281566E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.7437850E-001, 9.1407597E-001, 9.1407597E-001, 8.9169711E-001, 7.9088236E-001, 5.3244353E-001, 5.3244353E-001, 4.2745002E-002, 1.3430184E+000, 1.3430184E+000, 1.1810633E+000, 1.5645821E+000, 1.5645821E+000, 1.5645821E+000, 5.9083978E-001
 1.3698387E+003, 2.0329170E+001, 2.0485818E+001, 2.0485818E+001, 2.1250149E+001, 2.6102374E+001, 3.4503395E+001, 3.4503395E+001, 5.4370661E+001, 8.6359732E+001, 8.6359732E+001, 9.2655628E+001, 9.5482637E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.9460495E-001, 9.8715952E-001, 9.8715952E-001, 8.5582081E-001, 7.3791324E-001, 4.8794542E-001, 4.8794542E-001, 1.0575183E-001, 1.2797905E+000, 1.2797905E+000, 1.3224288E+000, 1.5432411E+000, 1.5432411E+000, 1.5432411E+000, 3.9389976E-001
 1.3718283E+003, 2.0329200E+001, 2.0358837E+001, 2.0358837E+001, 2.1204760E+001, 2.5663161E+001, 3.6662268E+001, 3.6662268E+001, 5.6393811E+001, 8.5231864E+001, 8.5231864E+001, 9.3687995E+001, 9.5632502E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.2806039E-001, 1.0330911E+000, 1.0330911E+000, 8.2510744E-001, 6.8119861E-001, 4.5108653E-001, 4.5108653E-001, 1.7288102E-001, 1.2513722E+000, 1.2513722E+000, 1.4186112E+000, 1.4593910E+000, 1.4593910E+000, 1.4593910E+000, 2.5004201E-001
 1.3738178E+003, 2.0325811E+001, 2.0268765E+001, 2.0268765E+001, 2.0936554E+001, 2.4928592E+001, 3.9019671E+001, 3.9019671E+001, 5.8319531E+001, 8.2725410E+001, 8.2725410E+001, 9.4272957E+001, 9.5763644E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.5728047E-001, 1.0460939E+000, 1.0460939E+000, 7.8989881E-001, 6.2110059E-001, 4.2485706E-001, 4.2485706E-001, 2.1100795E-001, 1.2410559E+000, 1.2410559E+000, 1.4502484E+000, 1.3475082E+000, 1.3475082E+000, 1.3475082E+000, 2.0994375E-001
 1.3753100E+003, 2.0333410E+001, 2.0225323E+001, 2.0225323E+001, 2.0670988E+001, 2.4268721E+001, 4.1184508E+001, 4.1184508E+001, 5.9515506E+001, 8.2002006E+001, 8.2002006E+001, 9.4532858E+001, 9.5992066E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.5920269E-001, 1.0414181E+000, 1.0414181E+000, 7.6505810E-001, 5.7603035E-001, 4.1415305E-001, 4.1415305E-001, 1.9406306E-001, 1.2831543E+000, 1.2831543E+000, 1.3815513E+000, 1.2792569E+000, 1.2792569E+000, 1.2792569E+000, 2.7732780E-001
 1.3774985E+003, 2.0344937E+001, 2.0217855E+001, 2.0217855E+001, 2.0514590E+001, 2.4166583E+001, 4.3466804E+001, 4.3466804E+001, 6.0351505E+001, 8.4455230E+001, 8.4455230E+001, 9.4972852E+001, 9.6336187E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.3141409E-001, 1.0353510E+000, 1.0353510E+000, 7.5107429E-001, 5.3898391E-001, 4.0567945E-001, 4.0567945E-001, 1.4869149E-001, 1.3644793E+000, 1.3644793E+000, 1.3033774E+000, 1.2445208E+000, 1.2445208E+000, 1.2445208E+000, 3.6331545E-001
 1.3793040E+003, 2.0350054E+001, 2.0215284E+001, 2.0215284E+001, 2.0412415E+001, 2.4380812E+001, 4.5404997E+001, 4.5404997E+001, 6.1450817E+001, 8.8690239E+001, 8.8690239E+001, 9.5443175E+001, 9.6636247E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.9407871E-001, 1.0364339E+000, 1.0364339E+000, 7.4969332E-001, 5.1368307E-001, 3.8993103E-001, 3.8993103E-001, 2.3169550E-001, 1.3445072E+000, 1.3445072E+000, 1.2874841E+000, 1.2367297E+000, 1.2367297E+000, 1.2367297E+000, 4.2444418E-001
 1.3806281E+003, 2.0348352E+001, 2.0213932E+001, 2.0213932E+001, 2.0362810E+001, 2.4476711E+001, 4.6537932E+001, 4.6537932E+001, 6.4096987E+001, 9.1606663E+001, 9.1606663E+001, 9.5772614E+001, 9.6757898E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.8652949E-001, 1.0352680E+000, 1.0352680E+000, 7.6600726E-001, 5.0545328E-001, 3.6839703E-001, 3.6839703E-001, 4.2171827E-001, 1.3106673E+000, 1.3106673E+000, 1.2866574E+000, 1.2330720E+000, 1.2330720E+000, 1.2330720E+000, 4.3967042E-001
 1.3826141E+003, 2.0339811E+001, 2.0217133E+001, 2.0217133E+001, 2.0336012E+001, 2.4244952E+001, 4.7055421E+001, 4.7055421E+001, 6.8282344E+001, 9.3386362E+001, 9.3386362E+001, 9.6166385E+001, 9.6847233E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.0529809E-001, 1.0121271E+000, 1.0121271E+000, 7.9846688E-001, 5.0588304E-001, 3.3652006E-001, 3.3652006E-001, 6.0215186E-001, 1.3593096E+000, 1.3593096E+000, 1.2679862E+000, 1.2153309E+000, 1.2153309E+000, 1.2153309E+000, 4.0295051E-001
 1.3846002E+003, 2.0327122E+001, 2.0221489E+001, 2.0221489E+001, 2.0335291E+001, 2.3518838E+001, 4.6450393E+001, 4.6450393E+001, 7.1683203E+001, 9.3925943E+001, 9.3925943E+001, 9.6530931E+001, 9.7015736E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.3671322E-001, 9.5378480E-001, 9.5378480E-001, 8.3300456E-001, 5.1669931E-001, 2.9266502E-001, 2.9266502E-001, 6.8304309E-001, 1.4596759E+000, 1.4596759E+000, 1.2619559E+000, 1.1862608E+000, 1.1862608E+000, 1.1862608E+000, 3.6124918E-001
 1.3865863E+003, 2.0316776E+001, 2.0219298E+001, 2.0219298E+001, 2.0353195E+001, 2.2771598E+001, 4.3953640E+001, 4.3953640E+001, 7.1976605E+001, 9.3838169E+001, 9.3838169E+001, 9.7004446E+001, 9.7380153E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.4968523E-001, 8.8374986E-001, 8.8374986E-001, 8.4041075E-001, 5.4070569E-001, 2.5472288E-001, 2.5472288E-001, 6.4676561E-001, 1.4533801E+000, 1.4533801E+000, 1.3156018E+000, 1.1755278E+000, 1.1755278E+000, 1.1755278E+000, 4.9344924E-001
 1.3879103E+003, 2.0317752E+001, 2.0216886E+001, 2.0216886E+001, 2.0367754E+001, 2.2258421E+001, 4.0967471E+001, 4.0967471E+001, 7.0905613E+001, 9.3886405E+001, 9.3886405E+001, 9.7684944E+001, 9.7908473E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.4077226E-001, 8.3587436E-001, 8.3587436E-001, 8.2948098E-001, 5.6791107E-001, 2.3080527E-001, 2.3080527E-001, 5.9561625E-001, 1.3476410E+000, 1.3476410E+000, 1.3648060E+000, 1.1793518E+000, 1.1793518E+000, 1.1793518E+000, 6.2660938E-001
 1.3898964E+003, 2.0323094E+001, 2.0217266E+001, 2.0217266E+001, 2.0376784E+001, 2.1905128E+001, 3.8583504E+001, 3.8583504E+001, 6.9133285E+001, 9.3930246E+001, 9.3930246E+001, 9.8526004E+001, 9.8421747E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.1884506E-001, 8.0991698E-001, 8.0991698E-001, 8.1815543E-001, 5.9279442E-001, 2.1083832E-001, 2.1083832E-001, 5.1564011E-001, 1.2105173E+000, 1.2105173E+000, 1.3181783E+000, 1.1559089E+000, 1.1559089E+000, 1.1559089E+000, 6.0111128E-001
 1.3918824E+003, 2.0329345E+001, 2.0218052E+001, 2.0218052E+001, 2.0385082E+001, 2.1880658E+001, 3.6168142E+001, 3.6168142E+001, 6.6599545E+001, 9.3232215E+001, 9.3232215E+001, 9.9055384E+001, 9.8837519E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.8729232E-001, 8.0388687E-001, 8.0388687E-001, 8.1948408E-001, 6.2474225E-001, 2.0919511E-001, 2.0919511E-001, 4.1098427E-001, 1.1060774E+000, 1.1060774E+000, 1.3109674E+000, 1.0947683E+000, 1.0947683E+000, 1.0947683E+000, 4.8836143E-001
 1.3932065E+003, 2.0333648E+001, 2.0217723E+001, 2.0217723E+001, 2.0399293E+001, 2.2237519E+001, 3.4077391E+001, 3.4077391E+001, 6.3835292E+001, 9.2015261E+001, 9.2015261E+001, 9.9170342E+001, 9.9368907E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.6387886E-001, 8.1273633E-001, 8.1273633E-001, 8.3850171E-001, 6.7971048E-001, 2.3320491E-001, 2.3320491E-001, 3.7363760E-001, 1.1590436E+000, 1.1590436E+000, 1.3459238E+000, 1.1151336E+000, 1.1151336E+000, 1.1151336E+000, 4.0557252E-001
 1.3955719E+003, 2.0334208E+001, 2.0211672E+001, 2.0211672E+001, 2.0429761E+001, 2.2881189E+001, 3.1811651E+001, 3.1811651E+001, 6.0941345E+001, 9.1406664E+001, 9.1406664E+001, 9.9356748E+001, 1.0031535E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.5217085E-001, 8.3473298E-001, 8.3473298E-001, 8.6923431E-001, 7.6648427E-001, 2.8113407E-001, 2.8113407E-001, 4.3015517E-001, 1.2473500E+000, 1.2473500E+000, 1.3489402E+000, 1.2726830E+000, 1.2726830E+000, 1.2726830E+000, 4.6062841E-001
 1.3973460E+003, 2.0330246E+001, 2.0196173E+001, 2.0196173E+001, 2.0491673E+001, 2.3698581E+001, 2.9872276E+001, 2.9872276E+001, 5.9731972E+001, 9.2534642E+001, 9.2534642E+001, 9.9408526E+001, 1.0062854E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.6402076E-001, 8.8073663E-001, 8.8073663E-001, 8.9578315E-001, 8.3553420E-001, 3.4365477E-001, 3.4365477E-001, 5.1506915E-001, 1.2588823E+000, 1.2588823E+000, 1.4004264E+000, 1.4360184E+000, 1.4360184E+000, 1.4360184E+000, 5.6287091E-001
 1.3990530E+003, 2.0324406E+001, 2.0181680E+001, 2.0181680E+001, 2.0548863E+001, 2.4206206E+001, 2.9036885E+001, 2.9036885E+001, 6.0533560E+001, 9.3701410E+001, 9.3701410E+001, 9.8695255E+001, 9.9982830E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.9321254E-001, 9.3192104E-001, 9.3192104E-001, 9.0109396E-001, 8.3907719E-001, 3.9614044E-001, 3.9614044E-001, 5.2798446E-001, 1.2762395E+000, 1.2762395E+000, 1.4372028E+000, 1.4689493E+000, 1.4689493E+000, 1.4689493E+000, 6.1311574E-001
 1.4006257E+003, 2.0318498E+001, 2.0193011E+001, 2.0193011E+001, 2.0678653E+001, 2.4225502E+001, 2.8562839E+001, 2.8562839E+001, 6.1571554E+001, 9.4044238E+001, 9.4044238E+001, 9.8032231E+001, 9.9253082E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.2065384E-001, 9.6891457E-001, 9.6891457E-001, 8.9217440E-001, 8.1552303E-001, 4.5477581E-001, 4.5477581E-001, 4.9063900E-001, 1.3154660E+000, 1.3154660E+000, 1.4575433E+000, 1.4578574E+000, 1.4578574E+000, 1.4578574E+000, 6.4694510E-001
 1.4027227E+003, 2.0313264E+001, 2.0290964E+001, 2.0290964E+001, 2.0779002E+001, 2.3448425E+001, 2.8221118E+001, 2.8221118E+001, 6.0272276E+001, 9.3591637E+001, 9.3591637E+001, 9.7766325E+001, 9.8609525E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.3020824E-001, 9.7655065E-001, 9.7655065E-001, 8.7239441E-001, 7.8712735E-001, 5.4345805E-001, 5.4345805E-001, 4.1554400E-001, 1.3598064E+000, 1.3598064E+000, 1.4540467E+000, 1.5109729E+000, 1.5109729E+000, 1.5109729E+000, 6.8075421E-001
 1.4045104E+003, 2.0326042E+001, 2.0529597E+001, 2.0529597E+001, 2.0768853E+001, 2.2334333E+001, 2.8068375E+001, 2.8068375E+001, 5.5773420E+001, 9.1487680E+001, 9.1487680E+001, 9.7517508E+001, 9.8166493E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.0150373E-001, 9.4818479E-001, 9.4818479E-001, 8.4700570E-001, 7.5878536E-001, 6.5439211E-001, 6.5439211E-001, 3.4717951E-001, 1.3871721E+000, 1.3871721E+000, 1.5122777E+000, 1.5481480E+000, 1.5481480E+000, 1.5481480E+000, 6.8893686E-001
 1.4064134E+003, 2.0380835E+001, 2.0730849E+001, 2.0730849E+001, 2.0628143E+001, 2.1672098E+001, 2.8085994E+001, 2.8085994E+001, 5.0728075E+001, 8.8494071E+001, 8.8494071E+001, 9.6937246E+001, 9.7606153E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.3327552E-001, 9.0467246E-001, 9.0467246E-001, 8.1999809E-001, 7.2064261E-001, 7.4416075E-001, 7.4416075E-001, 3.3513627E-001, 1.4073090E+000, 1.4073090E+000, 1.6047189E+000, 1.4532131E+000, 1.4532131E+000, 1.4532131E+000, 6.9729002E-001
 1.4076821E+003, 2.0411700E+001, 2.0647852E+001, 2.0647852E+001, 2.0463031E+001, 2.1476786E+001, 2.8197556E+001, 2.8197556E+001, 4.6771955E+001, 8.5633880E+001, 8.5633880E+001, 9.6637386E+001, 9.7220897E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.6203622E-001, 8.7112328E-001, 8.7112328E-001, 7.9419846E-001, 6.7335721E-001, 7.8479007E-001, 7.8479007E-001, 3.6276747E-001, 1.4170072E+000, 1.4170072E+000, 1.6191891E+000, 1.3899084E+000, 1.3899084E+000, 1.3899084E+000, 7.3997412E-001
 1.4095851E+003, 2.0403481E+001, 2.0442596E+001, 2.0442596E+001, 2.0342717E+001, 2.1523733E+001, 2.8260105E+001, 2.8260105E+001, 4.3268670E+001, 8.4544277E+001, 8.4544277E+001, 9.6563211E+001, 9.7263883E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.0203130E-001, 8.4553683E-001, 8.4553683E-001, 7.6842212E-001, 6.1987837E-001, 7.8108129E-001, 7.8108129E-001, 4.0782951E-001, 1.4022067E+000, 1.4022067E+000, 1.5285150E+000, 1.4136392E+000, 1.4136392E+000, 1.4136392E+000, 7.5779255E-001
 1.4113332E+003, 2.0381015E+001, 2.0275905E+001, 2.0275905E+001, 2.0283110E+001, 2.1736493E+001, 2.8338513E+001, 2.8338513E+001, 4.0345995E+001, 8.5039093E+001, 8.5039093E+001, 9.6610050E+001, 9.7589621E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 6.6653795E-001, 8.1846474E-001, 8.1846474E-001, 7.4579455E-001, 5.7067704E-001, 7.4055671E-001, 7.4055671E-001, 4.4470867E-001, 1.3696171E+000, 1.3696171E+000, 1.3663441E+000, 1.4449840E+000, 1.4449840E+000, 1.4449840E+000, 7.2750865E-001
 1.4130038E+003, 2.0379863E+001, 2.0211933E+001, 2.0211933E+001, 2.0280737E+001, 2.1938490E+001, 2.8423062E+001, 2.8423062E+001, 3.9822992E+001, 8.6926528E+001, 8.6926528E+001, 9.6652755E+001, 9.7861374E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 6.7303903E-001, 7.9185261E-001, 7.9185261E-001, 7.3921142E-001, 5.4957026E-001, 6.8449142E-001, 6.8449142E-001, 4.4112219E-001, 1.3317325E+000, 1.3317325E+000, 1.2974653E+000, 1.4213383E+000, 1.4213383E+000, 1.4213383E+000, 6.6020815E-001
 1.4152313E+003, 2.0407987E+001, 2.0195620E+001, 2.0195620E+001, 2.0279962E+001, 2.2114580E+001, 2.8487215E+001, 2.8487215E+001, 4.1944048E+001, 8.9699997E+001, 8.9699997E+001, 9.6923836E+001, 9.7961947E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.1964792E-001, 7.7166159E-001, 7.7166159E-001, 7.5097985E-001, 5.5297474E-001, 6.1421030E-001, 6.1421030E-001, 3.8983470E-001, 1.2931222E+000, 1.2931222E+000, 1.3027112E+000, 1.3728093E+000, 1.3728093E+000, 1.3728093E+000, 5.9152529E-001
 1.4169019E+003, 2.0423948E+001, 2.0193802E+001, 2.0193802E+001, 2.0274054E+001, 2.2274460E+001, 2.8757070E+001, 2.8757070E+001, 4.7003750E+001, 9.1712377E+001, 9.1712377E+001, 9.7230576E+001, 9.7938147E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.8826198E-001, 7.7866833E-001, 7.7866833E-001, 7.7505922E-001, 5.7067333E-001, 5.4772035E-001, 5.4772035E-001, 3.3383879E-001, 1.2899304E+000, 1.2899304E+000, 1.3534775E+000, 1.3842211E+000, 1.3842211E+000, 1.3842211E+000, 5.4384450E-001
 1.4185725E+003, 2.0422559E+001, 2.0184157E+001, 2.0184157E+001, 2.0281287E+001, 2.2433702E+001, 2.9389915E+001, 2.9389915E+001, 5.4438044E+001, 9.2765427E+001, 9.2765427E+001, 9.7213337E+001, 9.7826596E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.5044126E-001, 8.0966660E-001, 8.0966660E-001, 7.9473554E-001, 5.8886081E-001, 5.0430442E-001, 5.0430442E-001, 3.3470122E-001, 1.3305208E+000, 1.3305208E+000, 1.4478314E+000, 1.4426093E+000, 1.4426093E+000, 1.4426093E+000, 5.0991014E-001
 1.4202431E+003, 2.0399520E+001, 2.0172114E+001, 2.0172114E+001, 2.0300241E+001, 2.2604221E+001, 3.0403968E+001, 3.0403968E+001, 6.2621004E+001, 9.3137653E+001, 9.3137653E+001, 9.7081729E+001, 9.7618391E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.0172285E-001, 8.5295709E-001, 8.5295709E-001, 8.0346195E-001, 6.0575394E-001, 4.8312553E-001, 4.8312553E-001, 3.8432855E-001, 1.3404305E+000, 1.3404305E+000, 1.4975245E+000, 1.4754001E+000, 1.4754001E+000, 1.4754001E+000, 4.8343782E-001
 1.4224706E+003, 2.0348432E+001, 2.0176915E+001, 2.0176915E+001, 2.0333548E+001, 2.2794619E+001, 3.2057913E+001, 3.2057913E+001, 6.8410397E+001, 9.3245647E+001, 9.3245647E+001, 9.6860413E+001, 9.7421128E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.3593714E-001, 8.9388495E-001, 8.9388495E-001, 7.8987282E-001, 6.1656496E-001, 4.8132276E-001, 4.8132276E-001, 4.4308754E-001, 1.2263832E+000, 1.2263832E+000, 1.4264524E+000, 1.4555572E+000, 1.4555572E+000, 1.4555572E+000, 4.9370959E-001
 1.4241412E+003, 2.0320354E+001, 2.0194898E+001, 2.0194898E+001, 2.0368825E+001, 2.2984697E+001, 3.3615822E+001, 3.3615822E+001, 6.7425609E+001, 9.2795186E+001, 9.2795186E+001, 9.6432655E+001, 9.7272682E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.3973350E-001, 8.9937806E-001, 8.9937806E-001, 7.5331458E-001, 6.1616874E-001, 4.8231998E-001, 4.8231998E-001, 4.6425426E-001, 1.0793800E+000, 1.0793800E+000, 1.3337770E+000, 1.4255617E+000, 1.4255617E+000, 1.4255617E+000, 5.3324706E-001
 1.4258118E+003, 2.0323207E+001, 2.0202401E+001, 2.0202401E+001, 2.0399071E+001, 2.3168960E+001, 3.4510805E+001, 3.4510805E+001, 6.1060020E+001, 9.2110814E+001, 9.2110814E+001, 9.6128581E+001, 9.7169057E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.1935949E-001, 8.6907867E-001, 8.6907867E-001, 7.0966542E-001, 6.0888384E-001, 4.7140066E-001, 4.7140066E-001, 4.8483662E-001, 1.0401812E+000, 1.0401812E+000, 1.3153913E+000, 1.4157474E+000, 1.4157474E+000, 1.4157474E+000, 5.5869525E-001
 1.4274824E+003, 2.0336968E+001, 2.0201394E+001, 2.0201394E+001, 2.0430966E+001, 2.3581873E+001, 3.5261879E+001, 3.5261879E+001, 5.4144713E+001, 9.1203810E+001, 9.1203810E+001, 9.5918866E+001, 9.7109391E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.8951071E-001, 8.2616613E-001, 8.2616613E-001, 6.6962642E-001, 6.0330860E-001, 4.4328463E-001, 4.4328463E-001, 5.5484635E-001, 1.0472086E+000, 1.0472086E+000, 1.3364745E+000, 1.4207580E+000, 1.4207580E+000, 1.4207580E+000, 5.5471460E-001
 1.4297099E+003, 2.0351491E+001, 2.0200797E+001, 2.0200797E+001, 2.0474996E+001, 2.4295924E+001, 3.6149051E+001, 3.6149051E+001, 4.8124630E+001, 8.9845244E+001, 8.9845244E+001, 9.5857454E+001, 9.6993885E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.6538375E-001, 7.9440944E-001, 7.9440944E-001, 6.4520804E-001, 6.0692188E-001, 3.8702665E-001, 3.8702665E-001, 6.7288457E-001, 1.0634385E+000, 1.0634385E+000, 1.3412640E+000, 1.4284636E+000, 1.4284636E+000, 1.4284636E+000, 5.1944747E-001
 1.4313805E+003, 2.0361380E+001, 2.0210559E+001, 2.0210559E+001, 2.0519110E+001, 2.4877737E+001, 3.7110458E+001, 3.7110458E+001, 4.4850539E+001, 8.8884709E+001, 8.8884709E+001, 9.5730141E+001, 9.6766029E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.7029231E-001, 8.1109919E-001, 8.1109919E-001, 6.5473444E-001, 6.2672308E-001, 3.2032740E-001, 3.2032740E-001, 7.4411422E-001, 1.0957783E+000, 1.0957783E+000, 1.3040476E+000, 1.4167032E+000, 1.4167032E+000, 1.4167032E+000, 4.7744680E-001
 1.4330511E+003, 2.0366610E+001, 2.0224711E+001, 2.0224711E+001, 2.0549622E+001, 2.5322668E+001, 3.7832273E+001, 3.7832273E+001, 4.4866197E+001, 8.9033435E+001, 8.9033435E+001, 9.5520575E+001, 9.6552122E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.9812438E-001, 8.6966640E-001, 8.6966640E-001, 6.8660778E-001, 6.5543358E-001, 2.7010320E-001, 2.7010320E-001, 7.2474449E-001, 1.1411929E+000, 1.1411929E+000, 1.2886839E+000, 1.3998076E+000, 1.3998076E+000, 1.3998076E+000, 4.4455007E-001
 1.4346071E+003, 2.0369580E+001, 2.0234051E+001, 2.0234051E+001, 2.0569623E+001, 2.5732210E+001, 3.8403031E+001, 3.8403031E+001, 4.5817226E+001, 8.9266867E+001, 8.9266867E+001, 9.5368339E+001, 9.6391307E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.3226379E-001, 9.4037646E-001, 9.4037646E-001, 7.2306616E-001, 6.8328941E-001, 2.3540547E-001, 2.3540547E-001, 6.5088537E-001, 1.1830351E+000, 1.1830351E+000, 1.3079486E+000, 1.3892565E+000, 1.3892565E+000, 1.3892565E+000, 4.0900363E-001
 1.4366053E+003, 2.0370224E+001, 2.0243897E+001, 2.0243897E+001, 2.0573434E+001, 2.6021675E+001, 3.8833738E+001, 3.8833738E+001, 4.7160358E+001, 8.9213682E+001, 8.9213682E+001, 9.5350199E+001, 9.6279091E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.7299529E-001, 1.0043576E+000, 1.0043576E+000, 7.5911308E-001, 7.0160978E-001, 2.1166197E-001, 2.1166197E-001, 5.4171715E-001, 1.2146943E+000, 1.2146943E+000, 1.3450822E+000, 1.3837311E+000, 1.3837311E+000, 1.3837311E+000, 3.5578576E-001
 1.4386034E+003, 2.0379313E+001, 2.0258894E+001, 2.0258894E+001, 2.0551399E+001, 2.6170978E+001, 3.8956331E+001, 3.8956331E+001, 4.8557007E+001, 8.8821544E+001, 8.8821544E+001, 9.5417616E+001, 9.6270655E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.0174827E+000, 1.0266173E+000, 1.0266173E+000, 7.8569137E-001, 6.9891607E-001, 1.9758887E-001, 1.9758887E-001, 4.3020987E-001, 1.2338236E+000, 1.2338236E+000, 1.3684521E+000, 1.3828052E+000, 1.3828052E+000, 1.3828052E+000, 3.0377339E-001
 1.4401021E+003, 2.0398322E+001, 2.0268824E+001, 2.0268824E+001, 2.0509849E+001, 2.6087068E+001, 3.8720742E+001, 3.8720742E+001, 4.9497618E+001, 8.8568051E+001, 8.8568051E+001, 9.5484414E+001, 9.6421295E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.0349866E+000, 9.8852283E-001, 9.8852283E-001, 7.9012424E-001, 6.7955149E-001, 1.9405928E-001, 1.9405928E-001, 3.6685963E-001, 1.2408277E+000, 1.2408277E+000, 1.3585410E+000, 1.3897485E+000, 1.3897485E+000, 1.3897485E+000, 3.0663230E-001
 1.4421002E+003, 2.0416205E+001, 2.0274822E+001, 2.0274822E+001, 2.0456581E+001, 2.5801886E+001, 3.8575285E+001, 3.8575285E+001, 5.0659288E+001, 8.8804195E+001, 8.8804195E+001, 9.5552563E+001, 9.6707874E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.0121207E+000, 9.1255548E-001, 9.1255548E-001, 7.7658520E-001, 6.5368228E-001, 2.0001438E-001, 2.0001438E-001, 3.3417372E-001, 1.2399539E+000, 1.2399539E+000, 1.3433494E+000, 1.4112413E+000, 1.4112413E+000, 1.4112413E+000, 3.8556185E-001
 1.4440984E+003, 2.0424218E+001, 2.0272974E+001, 2.0272974E+001, 2.0406269E+001, 2.5333274E+001, 3.8401514E+001, 3.8401514E+001, 5.2259717E+001, 8.9982114E+001, 8.9982114E+001, 9.5641149E+001, 9.7101474E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.5154540E-001, 8.3912893E-001, 8.3912893E-001, 7.5514068E-001, 6.3157452E-001, 2.2430740E-001, 2.2430740E-001, 3.1226921E-001, 1.2235812E+000, 1.2235812E+000, 1.3595579E+000, 1.4542161E+000, 1.4542161E+000, 1.4542161E+000, 5.2887738E-001
 1.4455971E+003, 2.0411957E+001, 2.0268434E+001, 2.0268434E+001, 2.0375558E+001, 2.4886280E+001, 3.8272591E+001, 3.8272591E+001, 5.4162562E+001, 9.1640660E+001, 9.1640660E+001, 9.5779786E+001, 9.7368456E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.8452925E-001, 8.1217559E-001, 8.1217559E-001, 7.3655918E-001, 6.2937926E-001, 2.6455503E-001, 2.6455503E-001, 3.0320011E-001, 1.1991401E+000, 1.1991401E+000, 1.3978950E+000, 1.4987888E+000, 1.4987888E+000, 1.4987888E+000, 6.4045936E-001
