s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s
Time,"temp-1","temp-2","temp-3","temp-4","temp-5","temp-6","temp-7","temp-8","temp-9","temp-10","temp-11","temp-12","temp-13","temp-14","temp-15","vel-1","vel-2","vel-3","vel-4","vel-5","vel-6","vel-7","vel-8","vel-9","vel-10","vel-11","vel-12","vel-13","vel-14","vel-15"
 4.6466209E+002, 2.0326468E+001, 2.0160414E+001, 2.0160414E+001, 2.0267883E+001, 2.1834110E+001, 2.8641208E+001, 2.8641208E+001, 5.3438143E+001, 8.6853763E+001, 8.6853763E+001, 9.2203230E+001, 9.2476878E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.9926282E-001, 8.3144011E-001, 8.3144011E-001, 7.4340445E-001, 6.1513847E-001, 3.5595322E-001, 3.5595322E-001, 1.3471827E-001, 1.3183845E+000, 1.3183845E+000, 1.3106150E+000, 1.5268844E+000, 1.5268844E+000, 1.5268844E+000, 6.8679712E-001
 4.6677948E+002, 2.0320066E+001, 2.0166036E+001, 2.0166036E+001, 2.0264471E+001, 2.1741876E+001, 3.2785817E+001, 3.2785817E+001, 5.9603965E+001, 8.7688090E+001, 8.7688090E+001, 9.2258741E+001, 9.2573857E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.4380324E-001, 7.5872977E-001, 7.5872977E-001, 7.2525957E-001, 5.6102024E-001, 3.1147651E-001, 3.1147651E-001, 2.0930740E-001, 1.3304830E+000, 1.3304830E+000, 1.4887854E+000, 1.5551626E+000, 1.5551626E+000, 1.5551626E+000, 7.2649486E-001
 4.6809624E+002, 2.0308088E+001, 2.0169136E+001, 2.0169136E+001, 2.0282124E+001, 2.2338853E+001, 3.7952862E+001, 3.7952862E+001, 6.5185935E+001, 8.8220389E+001, 8.8220389E+001, 9.2217788E+001, 9.2503675E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.6014905E-001, 7.1944083E-001, 7.1944083E-001, 7.4285271E-001, 5.2376522E-001, 2.8173653E-001, 2.8173653E-001, 3.2363683E-001, 1.2866214E+000, 1.2866214E+000, 1.6098697E+000, 1.5448017E+000, 1.5448017E+000, 1.5448017E+000, 7.1908203E-001
 4.6992912E+002, 2.0293310E+001, 2.0169983E+001, 2.0169983E+001, 2.0305671E+001, 2.3855528E+001, 4.2264385E+001, 4.2264385E+001, 6.9700899E+001, 8.8792459E+001, 8.8792459E+001, 9.2248451E+001, 9.2502172E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.5496781E-001, 7.1848774E-001, 7.1848774E-001, 7.7937220E-001, 5.0166495E-001, 2.6026569E-001, 2.6026569E-001, 4.4468095E-001, 1.2627806E+000, 1.2627806E+000, 1.5388677E+000, 1.5360914E+000, 1.5360914E+000, 1.5360914E+000, 7.3079179E-001
 4.7176200E+002, 2.0274841E+001, 2.0169297E+001, 2.0169297E+001, 2.0351163E+001, 2.5918950E+001, 4.6150875E+001, 4.6150875E+001, 7.2999972E+001, 8.9362255E+001, 8.9362255E+001, 9.2313158E+001, 9.2615782E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.3434595E-001, 7.4959021E-001, 7.4959021E-001, 8.3066365E-001, 4.9178537E-001, 2.3413544E-001, 2.3413544E-001, 5.4158412E-001, 1.2633909E+000, 1.2633909E+000, 1.3763936E+000, 1.5156544E+000, 1.5156544E+000, 1.5156544E+000, 7.6396107E-001
 4.7359489E+002, 2.0260989E+001, 2.0166332E+001, 2.0166332E+001, 2.0435488E+001, 2.7747786E+001, 4.8731623E+001, 4.8731623E+001, 7.3138627E+001, 8.9175336E+001, 8.9175336E+001, 9.2400582E+001, 9.2653958E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.1050900E-001, 7.9733527E-001, 7.9733527E-001, 8.7475135E-001, 5.0051962E-001, 2.0827567E-001, 2.0827567E-001, 5.6474594E-001, 1.2854863E+000, 1.2854863E+000, 1.2989063E+000, 1.4267019E+000, 1.4267019E+000, 1.4267019E+000, 7.7545942E-001
 4.7542777E+002, 2.0250890E+001, 2.0163118E+001, 2.0163118E+001, 2.0561436E+001, 2.8687036E+001, 5.0291296E+001, 5.0291296E+001, 7.1560355E+001, 8.8247324E+001, 8.8247324E+001, 9.2260074E+001, 9.2410680E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.9510063E-001, 8.4135656E-001, 8.4135656E-001, 8.9760963E-001, 5.2294547E-001, 1.9078622E-001, 1.9078622E-001, 5.1923081E-001, 1.3268407E+000, 1.3268407E+000, 1.2945238E+000, 1.3620800E+000, 1.3620800E+000, 1.3620800E+000, 7.7407858E-001
 4.7726065E+002, 2.0246589E+001, 2.0161265E+001, 2.0161265E+001, 2.0631388E+001, 2.8957012E+001, 5.1070508E+001, 5.1070508E+001, 6.9037220E+001, 8.7012340E+001, 8.7012340E+001, 9.1687671E+001, 9.2284067E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.9066888E-001, 8.6636516E-001, 8.6636516E-001, 8.9344241E-001, 5.4905928E-001, 1.9916879E-001, 1.9916879E-001, 4.0226013E-001, 1.3796525E+000, 1.3796525E+000, 1.2651342E+000, 1.3872238E+000, 1.3872238E+000, 1.3872238E+000, 7.7385631E-001
 4.7909353E+002, 2.0246803E+001, 2.0161897E+001, 2.0161897E+001, 2.0642092E+001, 2.9486223E+001, 5.1542809E+001, 5.1542809E+001, 6.2338673E+001, 8.5849720E+001, 8.5849720E+001, 9.1191790E+001, 9.2407564E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.8741873E-001, 8.6421803E-001, 8.6421803E-001, 8.6592461E-001, 5.6818131E-001, 2.6449139E-001, 2.6449139E-001, 2.1317698E-001, 1.3397383E+000, 1.3397383E+000, 1.2605322E+000, 1.4411812E+000, 1.4411812E+000, 1.4411812E+000, 7.6043678E-001
 4.8092642E+002, 2.0249503E+001, 2.0168063E+001, 2.0168063E+001, 2.0730526E+001, 3.1186284E+001, 5.1391581E+001, 5.1391581E+001, 5.2239363E+001, 8.3286547E+001, 8.3286547E+001, 9.1232011E+001, 9.2527210E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.7235786E-001, 8.3831993E-001, 8.3831993E-001, 8.2619130E-001, 5.7220039E-001, 3.6864698E-001, 3.6864698E-001, 2.0796258E-001, 1.1930798E+000, 1.1930798E+000, 1.3182462E+000, 1.4982772E+000, 1.4982772E+000, 1.4982772E+000, 6.9441840E-001
 4.8275930E+002, 2.0256437E+001, 2.0196281E+001, 2.0196281E+001, 2.1170028E+001, 3.2991026E+001, 4.9921557E+001, 4.9921557E+001, 4.3324017E+001, 8.0245732E+001, 8.0245732E+001, 9.1302199E+001, 9.2036554E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.4383385E-001, 8.0292627E-001, 8.0292627E-001, 7.8831297E-001, 5.5657932E-001, 4.4661463E-001, 4.4661463E-001, 4.5352126E-001, 1.0336263E+000, 1.0336263E+000, 1.3880552E+000, 1.5101970E+000, 1.5101970E+000, 1.5101970E+000, 5.9499637E-001
 4.8459218E+002, 2.0274036E+001, 2.0229626E+001, 2.0229626E+001, 2.1498146E+001, 3.3871635E+001, 4.7760828E+001, 4.7760828E+001, 3.8222426E+001, 7.6150316E+001, 7.6150316E+001, 9.1014039E+001, 9.1483532E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.1034241E-001, 7.7542962E-001, 7.7542962E-001, 7.6247242E-001, 5.1823844E-001, 4.6608955E-001, 4.6608955E-001, 6.2667097E-001, 9.3331678E-001, 9.3331678E-001, 1.4235890E+000, 1.4997595E+000, 1.4997595E+000, 1.4997595E+000, 4.9708773E-001
 4.8642506E+002, 2.0290534E+001, 2.0239827E+001, 2.0239827E+001, 2.1536086E+001, 3.4482163E+001, 4.7742851E+001, 4.7742851E+001, 3.8190014E+001, 7.1105176E+001, 7.1105176E+001, 8.9933755E+001, 9.1069304E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.7684128E-001, 7.6292642E-001, 7.6292642E-001, 7.5089307E-001, 4.5947718E-001, 4.5143025E-001, 4.5143025E-001, 6.6821138E-001, 9.1955014E-001, 9.1955014E-001, 1.3682784E+000, 1.5315040E+000, 1.5315040E+000, 1.5315040E+000, 3.9494618E-001
 4.8825795E+002, 2.0297970E+001, 2.0226220E+001, 2.0226220E+001, 2.1406967E+001, 3.5211737E+001, 4.9814732E+001, 4.9814732E+001, 4.1350173E+001, 6.8330169E+001, 6.8330169E+001, 8.8828909E+001, 9.1006867E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.4974042E-001, 7.6504998E-001, 7.6504998E-001, 7.4902239E-001, 3.8900865E-001, 4.4015740E-001, 4.4015740E-001, 5.9476969E-001, 9.5682128E-001, 9.5682128E-001, 1.2724489E+000, 1.5867122E+000, 1.5867122E+000, 1.5867122E+000, 3.0604025E-001
 4.9002970E+002, 2.0299672E+001, 2.0217635E+001, 2.0217635E+001, 2.1236692E+001, 3.5819697E+001, 5.1728229E+001, 5.1728229E+001, 4.5447796E+001, 7.0566148E+001, 7.0566148E+001, 8.8679942E+001, 9.1204637E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.4262237E-001, 7.8067700E-001, 7.8067700E-001, 7.5329450E-001, 3.2073068E-001, 4.3259890E-001, 4.3259890E-001, 4.5750423E-001, 9.7621051E-001, 9.7621051E-001, 1.2573096E+000, 1.5900419E+000, 1.5900419E+000, 1.5900419E+000, 2.3943489E-001
 4.9167920E+002, 2.0300284E+001, 2.0221944E+001, 2.0221944E+001, 2.1122052E+001, 3.5959371E+001, 5.1751345E+001, 5.1751345E+001, 4.8819477E+001, 7.5767485E+001, 7.5767485E+001, 8.9311432E+001, 9.1400622E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.6293491E-001, 8.0321640E-001, 8.0321640E-001, 7.5994042E-001, 2.6767838E-001, 4.0905268E-001, 4.0905268E-001, 3.2774907E-001, 9.6948668E-001, 9.6948668E-001, 1.3308500E+000, 1.5513779E+000, 1.5513779E+000, 1.5513779E+000, 2.1623566E-001
 4.9332871E+002, 2.0301898E+001, 2.0229450E+001, 2.0229450E+001, 2.1199699E+001, 3.5844298E+001, 5.0697025E+001, 5.0697025E+001, 5.1539380E+001, 8.0331089E+001, 8.0331089E+001, 9.0057987E+001, 9.1510598E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.0563689E-001, 8.2868059E-001, 8.2868059E-001, 7.6774936E-001, 2.3663258E-001, 3.6138693E-001, 3.6138693E-001, 2.5825176E-001, 9.7726753E-001, 9.7726753E-001, 1.3926839E+000, 1.5160331E+000, 1.5160331E+000, 1.5160331E+000, 2.6959695E-001
 4.9552804E+002, 2.0302929E+001, 2.0241207E+001, 2.0241207E+001, 2.1586459E+001, 3.5235221E+001, 4.8539587E+001, 4.8539587E+001, 5.4930914E+001, 8.1615404E+001, 8.1615404E+001, 9.0460362E+001, 9.1508300E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.6374111E-001, 8.6412660E-001, 8.6412660E-001, 7.7609576E-001, 2.3705084E-001, 2.8958686E-001, 2.8958686E-001, 2.8547555E-001, 9.9657444E-001, 9.9657444E-001, 1.3836515E+000, 1.4634889E+000, 1.4634889E+000, 1.4634889E+000, 4.4924410E-001
 4.9717755E+002, 2.0304318E+001, 2.0258246E+001, 2.0258246E+001, 2.2153744E+001, 3.3814407E+001, 4.5422362E+001, 4.5422362E+001, 5.8391309E+001, 7.9652595E+001, 7.9652595E+001, 9.0243219E+001, 9.1514654E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.0736060E-001, 9.0589966E-001, 9.0589966E-001, 7.8192956E-001, 2.7143275E-001, 2.3780116E-001, 2.3780116E-001, 3.7349609E-001, 1.0008221E+000, 1.0008221E+000, 1.3371802E+000, 1.3689687E+000, 1.3689687E+000, 1.3689687E+000, 6.4409004E-001
 4.9882705E+002, 2.0308527E+001, 2.0306071E+001, 2.0306071E+001, 2.2601396E+001, 3.2015936E+001, 4.3194440E+001, 4.3194440E+001, 6.0487127E+001, 7.7516518E+001, 7.7516518E+001, 8.9871726E+001, 9.1657793E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.2423264E-001, 9.3416567E-001, 9.3416567E-001, 7.9151531E-001, 3.2032060E-001, 2.3479419E-001, 2.3479419E-001, 4.5689264E-001, 1.0253823E+000, 1.0253823E+000, 1.2690516E+000, 1.2723729E+000, 1.2723729E+000, 1.2723729E+000, 7.3613025E-001
 5.0047655E+002, 2.0317234E+001, 2.0346413E+001, 2.0346413E+001, 2.2615192E+001, 2.9937967E+001, 4.2212403E+001, 4.2212403E+001, 6.2354795E+001, 7.7241473E+001, 7.7241473E+001, 8.9976630E+001, 9.1935171E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.2542055E-001, 9.3533781E-001, 9.3533781E-001, 8.1391849E-001, 3.7766115E-001, 2.6486747E-001, 2.6486747E-001, 5.2512841E-001, 1.0821116E+000, 1.0821116E+000, 1.1893803E+000, 1.1916603E+000, 1.1916603E+000, 1.1916603E+000, 7.6699434E-001
 5.0223602E+002, 2.0326618E+001, 2.0311853E+001, 2.0311853E+001, 2.2181940E+001, 2.8130490E+001, 4.2014161E+001, 4.2014161E+001, 6.4128137E+001, 7.9122273E+001, 7.9122273E+001, 9.0485757E+001, 9.2348255E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.1958113E-001, 9.0648840E-001, 9.0648840E-001, 8.5044799E-001, 4.3901851E-001, 3.1375034E-001, 3.1375034E-001, 5.7316499E-001, 1.1327319E+000, 1.1327319E+000, 1.1436567E+000, 1.1427492E+000, 1.1427492E+000, 1.1427492E+000, 7.6646122E-001
 5.0405047E+002, 2.0331948E+001, 2.0283120E+001, 2.0283120E+001, 2.1661041E+001, 2.6936674E+001, 4.1995043E+001, 4.1995043E+001, 6.5997135E+001, 8.2668013E+001, 8.2668013E+001, 9.1066794E+001, 9.2812951E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.1024785E-001, 8.6890141E-001, 8.6890141E-001, 8.8619680E-001, 4.9864073E-001, 3.7087562E-001, 3.7087562E-001, 6.0119361E-001, 1.1482160E+000, 1.1482160E+000, 1.1525953E+000, 1.1498343E+000, 1.1498343E+000, 1.1498343E+000, 7.4827909E-001
 5.0586493E+002, 2.0332583E+001, 2.0266021E+001, 2.0266021E+001, 2.1207224E+001, 2.6676829E+001, 4.2964411E+001, 4.2964411E+001, 6.8268831E+001, 8.5209488E+001, 8.5209488E+001, 9.1534508E+001, 9.3118850E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.9773259E-001, 8.5068309E-001, 8.5068309E-001, 8.9968050E-001, 5.5078091E-001, 4.2619612E-001, 4.2619612E-001, 6.1228297E-001, 1.1617646E+000, 1.1617646E+000, 1.1831539E+000, 1.2227915E+000, 1.2227915E+000, 1.2227915E+000, 7.0137628E-001
 5.0786082E+002, 2.0329693E+001, 2.0248448E+001, 2.0248448E+001, 2.0870555E+001, 2.7166636E+001, 4.4592489E+001, 4.4592489E+001, 7.1259712E+001, 8.6935974E+001, 8.6935974E+001, 9.1711725E+001, 9.3159128E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.7986728E-001, 8.5468181E-001, 8.5468181E-001, 8.8116921E-001, 5.9051536E-001, 4.7134820E-001, 4.7134820E-001, 6.0037743E-001, 1.2033793E+000, 1.2033793E+000, 1.2065923E+000, 1.3248134E+000, 1.3248134E+000, 1.3248134E+000, 6.4553795E-001
 5.0985672E+002, 2.0322991E+001, 2.0234210E+001, 2.0234210E+001, 2.0705527E+001, 2.7813182E+001, 4.6350641E+001, 4.6350641E+001, 7.4196141E+001, 8.8136357E+001, 8.8136357E+001, 9.1482018E+001, 9.3045382E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.6095634E-001, 8.6348735E-001, 8.6348735E-001, 8.4228966E-001, 6.0779393E-001, 4.9589362E-001, 4.9589362E-001, 5.5281929E-001, 1.2706453E+000, 1.2706453E+000, 1.2194486E+000, 1.3879228E+000, 1.3879228E+000, 1.3879228E+000, 5.6566962E-001
 5.1185262E+002, 2.0314663E+001, 2.0226762E+001, 2.0226762E+001, 2.0641934E+001, 2.8876527E+001, 4.9046996E+001, 4.9046996E+001, 7.6145334E+001, 8.8804998E+001, 8.8804998E+001, 9.1237463E+001, 9.2893315E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.4951047E-001, 8.5395988E-001, 8.5395988E-001, 8.0834663E-001, 6.0677400E-001, 4.9360756E-001, 4.9360756E-001, 4.9404547E-001, 1.3479086E+000, 1.3479086E+000, 1.2179836E+000, 1.3925541E+000, 1.3925541E+000, 1.3925541E+000, 4.6566550E-001
 5.1318322E+002, 2.0308567E+001, 2.0223791E+001, 2.0223791E+001, 2.0621525E+001, 3.0311591E+001, 5.1990008E+001, 5.1990008E+001, 7.6753085E+001, 8.9208696E+001, 8.9208696E+001, 9.1397420E+001, 9.2832736E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.4636688E-001, 8.2782521E-001, 8.2782521E-001, 7.9455777E-001, 6.0232291E-001, 4.6839282E-001, 4.6839282E-001, 4.9286763E-001, 1.3925955E+000, 1.3925955E+000, 1.2307352E+000, 1.3869711E+000, 1.3869711E+000, 1.3869711E+000, 3.8334487E-001
 5.1517912E+002, 2.0300364E+001, 2.0222937E+001, 2.0222937E+001, 2.0665083E+001, 3.1646090E+001, 5.5422277E+001, 5.5422277E+001, 7.7192832E+001, 8.9690862E+001, 8.9690862E+001, 9.1830318E+001, 9.2777310E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.4545322E-001, 8.0138830E-001, 8.0138830E-001, 7.9737113E-001, 5.9705936E-001, 4.2305249E-001, 4.2305249E-001, 5.9235707E-001, 1.3691951E+000, 1.3691951E+000, 1.3115633E+000, 1.4069702E+000, 1.4069702E+000, 1.4069702E+000, 3.2117211E-001
 5.1700802E+002, 2.0283149E+001, 2.0226574E+001, 2.0226574E+001, 2.0686262E+001, 3.2803635E+001, 5.9830423E+001, 5.9830423E+001, 7.9785817E+001, 9.0257543E+001, 9.0257543E+001, 9.2019177E+001, 9.2778675E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.4250450E-001, 8.1083402E-001, 8.1083402E-001, 8.1032084E-001, 5.7697982E-001, 3.6489280E-001, 3.6489280E-001, 8.0076333E-001, 1.2641136E+000, 1.2641136E+000, 1.4382318E+000, 1.4603129E+000, 1.4603129E+000, 1.4603129E+000, 3.2295387E-001
 5.1875344E+002, 2.0270175E+001, 2.0236768E+001, 2.0236768E+001, 2.0685550E+001, 3.3998102E+001, 6.4630445E+001, 6.4630445E+001, 8.4177017E+001, 9.0982107E+001, 9.0982107E+001, 9.2164219E+001, 9.2825504E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.3166948E-001, 8.7225690E-001, 8.7225690E-001, 8.1591831E-001, 5.2916897E-001, 3.3974225E-001, 3.3974225E-001, 1.0243052E+000, 1.1605843E+000, 1.1605843E+000, 1.4967271E+000, 1.5231301E+000, 1.5231301E+000, 1.5231301E+000, 4.0468790E-001
 5.2067339E+002, 2.0272489E+001, 2.0251085E+001, 2.0251085E+001, 2.0909909E+001, 3.6131634E+001, 7.1149062E+001, 7.1149062E+001, 8.7819331E+001, 9.1821922E+001, 9.1821922E+001, 9.2364832E+001, 9.2766952E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.0429413E-001, 9.4767945E-001, 9.4767945E-001, 8.0475603E-001, 4.4625799E-001, 3.9450448E-001, 3.9450448E-001, 1.1983636E+000, 1.1223071E+000, 1.1223071E+000, 1.4902091E+000, 1.5774209E+000, 1.5774209E+000, 1.5774209E+000, 5.2455327E-001
 5.2259334E+002, 2.0281971E+001, 2.0265518E+001, 2.0265518E+001, 2.1550112E+001, 3.9763668E+001, 7.8517089E+001, 7.8517089E+001, 9.0354991E+001, 9.2620091E+001, 9.2620091E+001, 9.2657286E+001, 9.2612785E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.6836133E-001, 9.9315733E-001, 9.9315733E-001, 7.8726864E-001, 3.4556313E-001, 4.8481436E-001, 4.8481436E-001, 1.2602255E+000, 1.1746303E+000, 1.1746303E+000, 1.4734681E+000, 1.6137011E+000, 1.6137011E+000, 1.6137011E+000, 6.2997689E-001
 5.2387331E+002, 2.0288522E+001, 2.0272957E+001, 2.0272957E+001, 2.1977654E+001, 4.2432928E+001, 8.3211345E+001, 8.3211345E+001, 9.2027943E+001, 9.3384085E+001, 9.3384085E+001, 9.2890916E+001, 9.2499277E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.5878029E-001, 1.0134461E+000, 1.0134461E+000, 7.8706884E-001, 2.8480391E-001, 5.1131105E-001, 5.1131105E-001, 1.2410067E+000, 1.2632505E+000, 1.2632505E+000, 1.4699942E+000, 1.6248772E+000, 1.6248772E+000, 1.6248772E+000, 6.7297263E-001
 5.2565484E+002, 2.0289585E+001, 2.0270049E+001, 2.0270049E+001, 2.2041362E+001, 4.2089337E+001, 8.5428477E+001, 8.5428477E+001, 9.2433742E+001, 9.4029953E+001, 9.4029953E+001, 9.2958384E+001, 9.2451703E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.8869372E-001, 1.0288628E+000, 1.0288628E+000, 8.0853300E-001, 3.0404459E-001, 5.0687657E-001, 5.0687657E-001, 1.1984877E+000, 1.3543597E+000, 1.3543597E+000, 1.4546902E+000, 1.6006941E+000, 1.6006941E+000, 1.6006941E+000, 6.7229999E-001
 5.2793792E+002, 2.0281296E+001, 2.0255369E+001, 2.0255369E+001, 2.1812718E+001, 3.6953909E+001, 8.2493543E+001, 8.2493543E+001, 9.0203118E+001, 9.4518552E+001, 9.4518552E+001, 9.3618846E+001, 9.2622474E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.7945920E-001, 1.0233431E+000, 1.0233431E+000, 8.4978814E-001, 4.4883035E-001, 5.2001278E-001, 5.2001278E-001, 1.1498841E+000, 1.4283551E+000, 1.4283551E+000, 1.3978666E+000, 1.5205087E+000, 1.5205087E+000, 1.5205087E+000, 6.4575974E-001
 5.2965023E+002, 2.0265649E+001, 2.0240760E+001, 2.0240760E+001, 2.1534922E+001, 3.0815621E+001, 7.1643285E+001, 7.1643285E+001, 8.4043595E+001, 9.3782601E+001, 9.3782601E+001, 9.5055971E+001, 9.3004022E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.7057583E-001, 9.6307851E-001, 9.6307851E-001, 8.6629488E-001, 6.3242482E-001, 4.9443127E-001, 4.9443127E-001, 1.0892475E+000, 1.4336228E+000, 1.4336228E+000, 1.3146036E+000, 1.4213634E+000, 1.4213634E+000, 1.4213634E+000, 6.2041353E-001
 5.3136254E+002, 2.0251380E+001, 2.0230070E+001, 2.0230070E+001, 2.1311898E+001, 2.7604566E+001, 6.0133795E+001, 6.0133795E+001, 7.4941626E+001, 9.0621974E+001, 9.0621974E+001, 9.5823737E+001, 9.3496924E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.0098481E+000, 8.8268714E-001, 8.8268714E-001, 8.4981779E-001, 7.6787131E-001, 4.5217975E-001, 4.5217975E-001, 9.7047402E-001, 1.4325612E+000, 1.4325612E+000, 1.2884447E+000, 1.3525308E+000, 1.3525308E+000, 1.3525308E+000, 6.2772679E-001
 5.3282564E+002, 2.0245120E+001, 2.0226486E+001, 2.0226486E+001, 2.1093269E+001, 2.5751646E+001, 5.0292598E+001, 5.0292598E+001, 6.7778340E+001, 8.5254944E+001, 8.5254944E+001, 9.5857533E+001, 9.3967718E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.0037019E+000, 8.2082820E-001, 8.2082820E-001, 8.2396671E-001, 8.3651250E-001, 4.7187643E-001, 4.7187643E-001, 8.2959850E-001, 1.4392935E+000, 1.4392935E+000, 1.2873739E+000, 1.3274437E+000, 1.3274437E+000, 1.3274437E+000, 6.7271365E-001
 5.3503004E+002, 2.0249366E+001, 2.0225450E+001, 2.0225450E+001, 2.0848208E+001, 2.4190531E+001, 4.1002086E+001, 4.1002086E+001, 5.7601058E+001, 8.1619295E+001, 8.1619295E+001, 9.5351147E+001, 9.4351588E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.6009109E-001, 7.8528283E-001, 7.8528283E-001, 7.9402907E-001, 8.2635202E-001, 5.3403520E-001, 5.3403520E-001, 7.1971657E-001, 1.3676195E+000, 1.3676195E+000, 1.2645354E+000, 1.3745943E+000, 1.3745943E+000, 1.3745943E+000, 7.2372028E-001
 5.3680040E+002, 2.0255668E+001, 2.0210966E+001, 2.0210966E+001, 2.0652673E+001, 2.3289684E+001, 3.5089473E+001, 3.5089473E+001, 4.7188616E+001, 8.0482706E+001, 8.0482706E+001, 9.4926335E+001, 9.4366174E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.1178847E-001, 7.8361514E-001, 7.8361514E-001, 7.6174348E-001, 7.5181515E-001, 5.2165500E-001, 5.2165500E-001, 6.9050365E-001, 1.1785911E+000, 1.1785911E+000, 1.2120098E+000, 1.4444984E+000, 1.4444984E+000, 1.4444984E+000, 7.0715141E-001
 5.3857075E+002, 2.0255617E+001, 2.0188889E+001, 2.0188889E+001, 2.0556394E+001, 2.2976881E+001, 3.2673596E+001, 3.2673596E+001, 4.3215363E+001, 8.1406660E+001, 8.1406660E+001, 9.4966824E+001, 9.4418967E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.9800858E-001, 7.9448967E-001, 7.9448967E-001, 7.3861117E-001, 7.0204191E-001, 4.5816636E-001, 4.5816636E-001, 6.4883617E-001, 1.0228507E+000, 1.0228507E+000, 1.1752873E+000, 1.4384541E+000, 1.4384541E+000, 1.4384541E+000, 6.4796757E-001
 5.4034110E+002, 2.0255799E+001, 2.0174315E+001, 2.0174315E+001, 2.0514848E+001, 2.2915324E+001, 3.2135071E+001, 3.2135071E+001, 4.5072634E+001, 8.3807904E+001, 8.3807904E+001, 9.5026889E+001, 9.4302960E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.1322968E-001, 8.0536567E-001, 8.0536567E-001, 7.3387916E-001, 6.8088239E-001, 4.3008408E-001, 4.3008408E-001, 5.1167438E-001, 9.6055110E-001, 9.6055110E-001, 1.1759974E+000, 1.4050526E+000, 1.4050526E+000, 1.4050526E+000, 6.2575597E-001
 5.4211145E+002, 2.0265147E+001, 2.0172386E+001, 2.0172386E+001, 2.0503913E+001, 2.2988684E+001, 3.3411514E+001, 3.3411514E+001, 4.9364786E+001, 8.6662796E+001, 8.6662796E+001, 9.4711776E+001, 9.4008725E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.3755153E-001, 8.1273570E-001, 8.1273570E-001, 7.3386898E-001, 6.5475625E-001, 4.4937977E-001, 4.4937977E-001, 3.3227415E-001, 9.6924448E-001, 9.6924448E-001, 1.1867344E+000, 1.4050194E+000, 1.4050194E+000, 1.4050194E+000, 6.4675664E-001
